Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-1
Esta es la Candidato a Vicepresidente de .@sergio_fajardo y c?mo van las cosas de .@DeLaCalleHum, Alg?n comentario? Coherencia? pic.twitter.com/EveW2sdnSb&mdash; Miguel Lacouture A? (@lacoutu) March 28, 2018		|esta es la candidat a vicepresidente de  @sergio_fajard y c?mo van las cos de  @delacallehum  alg?n comentario? coherencia? pic twitt com/evew2sdnsb mdash  miguel lacouture A? (@lacoutu) march 28  2018		 |1
;Medell?n la m?s educada era un reto para nosotros, nuestra apuesta pol?tica fue apostarle a la educaci?n y al talento. Me siento muy orgulloso de ver lo que logramos. Una muestra de como se llega al poder para transformar; #ConEducaci?nSePuede #ElEquipo pic.twitter.com/dz44LWsm1u&mdash; Fajardo Presidente (@sergio_fajardo) March 21, 2018		| |1
Fajardo Presidente en Twitter: ;En Medellín y Antioquia demostramos que la educación transforma la sociedad. Ahora vamos a hacerlo en Colombia. Mañana les contaremos cómo lo haremos realidad. No se lo pierdan. #ConEducaciónSePuede.;#ElEquipo https://t.co/sbaMUIopdv;| medellin antioqui demostr educ transform socied  ahor hacerl colombi  mañan cont harem realid  No pierd  #coneducacionsepuede  #elequipo   |1
#FajardoLogr? en Antioquia la m?s Educada, bajar la tasa de deserci?n en el grado noveno del 50% al 30%. @sergio_fajardo pic.twitter.com/6jgA5dUTN5&mdash; Compromiso Ciudadano (@compromisociu) March 25, 2018		| |1
Carolina. en Twitter: ;Dentro de todo fue honorable el presidente de Perú, renuncia con las pruebas en medios sin esperar el proceso judicial. ;;Acá seguimos con el corrupto @JuanManSantos atornillado como Samper.;| dentr honor presidente peru  renunci prueb medi esper proces judicial    segu corrupt @juanmansant atornill samp     |1
Zien The Bosch en Twitter: ;Así de simple:;;Duque representa el Centro.;;Fajardo-DLCalle la izquierda.;;Petro la extrema izquierda.;| simple   duque represent   fajardo-dlcalle izquierd   petr extrem izquierd    |-1
Leonardo Martínez D. en Twitter: ;#ConEducaciónSePuede #FajardoPropone #ClaudiaVice  vamos #Colombia rompe el esquema, sal de los extremos y escojamos el camino de la educación y la lucha contra la #corrupción https://t.co/zETawmeFWI;| #coneducacionsepuede #fajardopropone #claudiavice  #colombi rompe esquem  sal extrem escoj camin educ luch #corrupcion   |1
Compromiso Ciudadano en Twitter: ;#FajardoLogró en Antioquia la más Educada, bajar la tasa de deserción en el grado noveno del 50% al 30%. @sergio_fajardo https://t.co/UDy5LAYmnF;| #fajardologr antioqui educ  baj tas desercion grad noven 30%  @sergio_fajardo   |1
Fajardo Presidente en Twitter: ;Esta noche, 10 pm, no se vayan a perder la segunda parte de mi entrevista con Yamid Amat en CM&amp;, Canal Uno. Preguntas y respuestas fundamentales sobre Colombia. Por qué Fajardo Presidente de Colombia? #sepuede.SF;|  pm  no vay perd segund parte yam amat CM amp   canal  pregunt respuest fundamentales colombi  fajard presidente colombia? #sepuede SF   |1
En la Guajira est?n sin comida para los ni?os? pero los sinverg?enzas De la Calle y Fajardo quieren despilfarrar otros $40,000 millones en una consulta entre perdedores. @DeLaCalleHum @sergio_fajardo&mdash; (((David Ghitis))) (@ghitis) March 27, 2018		| |-1
#FajardoLogr? planear e iniciar la ejecuci?n de un sistema de transporte multimodal que complementara el servicio del @metrodemedellin . Hoy tenemos 4 cables, buses articulados, tranv?a y bicicletas. #Medell?n pic.twitter.com/zvxJSiIdLo&mdash; Esteban V?squez (@tebanvm) March 25, 2018		| |1
ANDRÉS AMÉZQUITA M en Twitter: ;ATIENDAN KABRONES no le saquen piedra a su presidente xq CUANDO LOS GODOS LOS ESTÉN HUMILLANDO COMO A PERRO ARRIMADO NO lloren @ClaudiaLopez @sergio_fajardo y no se den golpes D pecho y no! vayan a pedir mercaditos a @maduro ni a vender dulces a los buses ni a pedir trabajitos https://t.co/7vEPh1qH2w;| atiend kabrones no saquen piedr presidente cuand god esten humill com perr arrim NO lloren @claudialopez @sergio_fajard no den golpes D pech no! vay ped mercadit @madur vend dulces buses ped trabajitos   |-1
Ana María Pérez en Twitter: ;#FajardoLogró  sin maquinaria y sin corrupción tener la mejor votación para la alcaldia de Medellín, dejando callados a todos los políticos tradicionales de la época;| #fajardologr  maquinari corrupcion mejor votacion alcaldi medellin  dej call politic tradicionales epoc   |1
Fajardo Presidente en Twitter: ;Buenos días. Queremos que la educación y las oportunidades ocupen los titulares durante nuestro gobierno. Como este, por ejemplo. #ConEducaciónSePuede transformar la sociedad. Invitados a leer y compartir. #ElEquipo https://t.co/ErZPseC8WM;| buen dias  querem educ oportun ocupen titulares durante   ejempl  #coneducacionsepuede transform socied  invit leer compart  #elequip   |1
Esta es la semana para hablar de educaci?n. Iniciamos en @Uniandinos conversando sobre el Futuro de la ciencia en Colombia. Sigan en vivo nuestra conferencia. #ConEducaci?nSePuede. #ElEquipo. https://t.co/X6UluVzUL2&mdash; Fajardo Presidente (@sergio_fajardo) March 21, 2018		| |1
Laura Pulido en Twitter: ;#Fajardologró reducir el desempleo y la inflación, incrementar el PIB y la inversión extranjera en Antioquia ;| #fajardologr reduc desemple inflacion  increment inversion extranjer antioquia    |1
#VIDEO: Humberto de la Calle radic? ante CNE carta con ;inquietudes jur?dicas; para alianza con Sergio Fajardo https://t.co/li9qBRZDOl pic.twitter.com/NdaauBgzyQ&mdash; Noticias RCN (@NoticiasRCN) March 28, 2018		| |0
Con la Coalici?n Colombia  todos los colombianos elegiremos a FAJARDO - PRESIDENTE... y en el 2.019 elegiremos los mejores gobiernos regionales...&mdash; Argote.com (@alvaroargote) March 20, 2018		| |1
No es justo para este pa?s que despu?s de superar un conflicto de 50 a?os sigamos en la dicotom?a de  la extrema derecha y la izquierda. Hay otra opci?n y alternativa para escribir una nueva p?gina en la que todos seamos protagonistas. Con @sergio_fajardo #SePuede pic.twitter.com/F069oKCmOk&mdash; Le?n Fredy Mu?oz (@LeonFredyM) March 26, 2018		| |1
Daniel Duque V. en Twitter: ;Ni miedo ni venganza : Excelente columna de Perry. Los colombianos queremos es #LaFuerzaDeLaEsperanza https://t.co/dDuRTWdFNX;| Ni mied venganz   excelente column perry  querem #lafuerzadelaesper   |1
Hernán Ariza en Twitter: ;#FajardoLogró que le embargaran los bienes por sobrecostos en unas construcciones. ¿Corrupción?;https://t.co/i1Q1F9gGrL;| #fajardologr embarg bienes sobrecost construcciones  ¿corrupcion?   |1
Angela H Whitecastle en Twitter: ;#FajardoLogró proteger los ecosistemas de páramos mediante la compra de más de 2500 hectáreas para conservación y restauración en la Gobernación de Antioquia;| #fajardologr proteg ecosistem param mediante compr hectare conserv restaur gobern antioqui    |1
#FajardoLogr? llevar la Fiscal?a AntiBacrim a Urab? y Bajo Cauca as? como multiplicar el n?mero de a Escuadrones M?viles de Carabineros por 3 para hacer presencia en los m?s importantes corredores viales. Tambi?n llevo Casas De Justicia M?viles a todos los rincones. #Sepuede&mdash; SantiagoLondo?oUribe (@slondonouribe) March 26, 2018		| |1
#ConEducaci?nSePuede. La transformaci?n del pa?s necesita recursos. Nosotros sabemos gestionarlos y administrarlos. Seremos el gobierno que m?s ha invertido en educaci?n en toda la historia del pa?s, aumentando cada a?o, m?nimo el 10% del presupuesto educativo. #ElEquipo pic.twitter.com/nT83PNBaPu&mdash; Fajardo Presidente (@sergio_fajardo) March 24, 2018		| |1
Angela H Whitecastle en Twitter: ;#FajardoLogró el primer lugar en el Índice de Gobierno Abierto,  primer Índice de Transparencia Departamental, otorgados por la Procuraduría y la Contraloría.;| #fajardologr prim lug indice abiert   prim indice transparente departamental  otorg procuradur contralor    |1
Mulato en Twitter: ;Qué bueno sería que Sergio Fajardo le contara al país cuántos miles de usuario hubo desconectados de los servicios públicos en su alcaldía mientras él derrochaba miles de millones en publicidad, alumbrados para inflar su ego y hasta $2.800 millones en pólvora #FajardoLogró ??;| buen sería sergi fajard cont cuant miles usuari desconect servici public alcald derroch miles millones public  alumbr inflar ego $2 800 millones polvor #fajardologr ??      |-1
MARCOS MOYANO DEL SOLAR en Twitter: ;Sergio Maldonado sos un sorete buscando guita del Estado x el ahogo de tu hermano. Forro de los DDHH!!!; sos una basura,  enfermo de mierda servis solo para los periodistas inútiles y para los vagos de los DDHH ellos cazan guita vos ya perdiste hasta moral. x tu hno cerra el ogt;| sergi maldon sorete busc guit estad ahog herman  forr ddhh!!!  basur   enferm mierd servis period inutiles vag ddhh caz guit perd moral  hno cerr ogt      |-1
#FajardoLogr? Constituir la MESA DE GARANT?AS DE DEFENSORES DE DDHH, escenario para evitar ultrajes a la actividad de lideres sociales, espacio para el di?logo democr?tico y la defensa del derecho de asociaci?n y protesta @slondonouribe @sergio_fajardo @FajardoCasanare&mdash; diego velasquez (@alejandrovelca) March 26, 2018		| |1
Miguel Gómez M en Twitter: ;Me dió oso ajeno la reunión de Fajardo y De la Calle. Tenían una cara de perdedores desesperados...;| dio oso_ajen reunion fajard calle  ten car perdedores desesper        |-1
Querido Gustavo, no vas a ganar. Y menos solo. La maquinaria Uribista es muy poderosa y no va a dejar el poder. Por qu? no te unes con @sergio_fajardo y @DeLaCalleHum? Piensan quien realmente puede ser el rostro de presidente y acabamos con el Uribismo?&mdash; Duvan Vargas (@duvasyn) March 21, 2018		| |1
Juntos #SePuede construir la Colombia digna y reconciliada que nos merecemos. ?Esta es  #LaFuerzaDeLaEsperanza!  #FajardoPresidente pic.twitter.com/JPz7XqnG1S&mdash; Compromiso Antioquia (@Compromiso_Ant) March 24, 2018		| |1
Usted puso en riesgo la justicia d?ndole impunidad a las @FARC_EPueblo y ahora quiere reventar el @PartidoLiberal uni?ndose a @sergio_fajardo&mdash; Sof?a Gaudin (@the_insider366) March 27, 2018		| |-1
El @SENAComunica ser? la entidad m?s importante en nuestro gobierno. Cuidaremos su riqueza para el pa?s e invertiremos para que siga formando a millones de j?venes y colombianos. Ac? les contamos c?mo lo haremos. #ConEducaci?nSePuede. #ElEquipo https://t.co/h5Z8m0tMSt pic.twitter.com/TSrJbiLRh6&mdash; Fajardo Presidente (@sergio_fajardo) March 25, 2018		| |1
#FajardoLogr? dejarnos este #ElefanteBlanco. pic.twitter.com/f1X4H8Ii3A&mdash; Kanabico Insumiso (@elANTIMILI420) March 26, 2018		| |-1
Claudia López en Twitter: ;Les dejo la entrevista completa y sin editar por la que los petristas me han troleado e insultado todo el día https://t.co/S4dzgyQce9 Cada uno juzgue los argumentos y la reflexión, y saquen sus propias conclusiones. Todavía #SePuede Somos #LaFuerzaDeLaEsperanza;| dej complet edit petrist trole insult dia cad juzgue argument reflexion  saquen propi conclusiones  todav #sepuede som #lafuerzadelaesper   |1
No son s?lo 2.053.796 votos, son m?s de dos millones de razones para seguir creyendo que #SePuede cambiar el rumbo del pa?s. Es hora de hacer pol?tica con otra fuerza, con #LaFuerzaDeLaEsperanza. Vamos por la presidencia de Colombia. #ElEquipo. pic.twitter.com/ecKisU5XOi&mdash; Fajardo Presidente (@sergio_fajardo) March 20, 2018		| |1
Afonso en Twitter: ;Duke presidente.... más desigualdad, más falsos positivos, más agro ingreso, más terrenos en Mosquera. ......más plata para los poderosos....... https://t.co/jYWn4OdICu;| presidente     desiguald  fals posit  agro_ingres  terren mosquer        plat poder           |0
juan hoyos en Twitter: ;#FajardoPresidente me encanto esa entrevista en #PreguntaYamid  !!! Que excelente candidato tenemos los colombianos !!! Espero sera mi presidente @sergio_fajardo;| #fajardopresidente encant #preguntayam  !!! excelente candidat !!! esper ser presidente @sergio_fajard   |1
Si les sirve para cuadrar @IvanDuque les manda a decir que les regala 1%. Repartanselo entre los mamertos a ver cual queda presidente.&mdash; Daniel Pacheco (@dpc028) March 21, 2018		| |-1
Coalicion Colombia en Twitter: ;#FajardoLogró como alcalde de Medellín construir el Parque Explora, el Jardín Botánico, la Casa de la Lectura Infantil y los Parques Biblioteca, aulas ciudadanas para la ciencia y la cultura, que fortalecieron lo público, elevando la autoestima de las comunidades. https://t.co/Nhv0LH1bZK;| #fajardologr alcalde medellin constru parque explor  jardin botanic  cas lectur infantil parques bibliotec  aul ciudadan cienci cultur  fortalec public  elev autoestim comun    |1
Victoria Rubiano en Twitter: ;?????????????? EXCELENTE, VIVA PETRO PRESIDENTE ???? https://t.co/Q91dqgO90b;| ?????????????? excelente  viv petr presidente ????   |0
Compromiso Ciudadano en Twitter: ;;Yo estoy con la Corte Suprema de Justicia,  pero creo que el problema se puede solucionar al evitar que más personas lleguen a las cárceles; @sergio_fajardo;|  corte suprem justici   cre problem solucion evit person lleguen carceles  @sergio_fajard   |0
#FajardoLogr? intervenir 10.475 kil?metros de v?as secundarias en el Departamento de Antioquia durante su gobernaci?n.&mdash; Angela H Whitecastle (@castiblancoange) March 25, 2018		| |1
Diego David Ochoa en Twitter: ;@sergio_fajardo y @DeLaCalleHum aprovechando que van a tomar café, los invito a disfrutar de una deliciosa taza de Café Compromiso. @compromisociu @Compromiso_Ant https://t.co/59WnMfGs94;| @sergio_fajard @delacallehum aprovech cafe  invit disfrut delici taz cafe compromis  @compromisociu @compromiso_ant   |1
Elecciones presidenciales 2018 en Twitter: ;¿Estaría de acuerdo en que los candidatos @sergio_fajardo y @DeLaCalleHum invitarán a el candidato @petrogustavo a tomarse un café para lograr formar una gran coalición?;;FAVOR DIFUNDIR;| ¿est acuerd candidat @sergio_fajard @delacallehum invit candidat @petrogustav tomarse cafe logr form coalicion?  favor difund   |0
Busquense una mujer que los motive, que los coja de la mano y los lleve a lograr sus sue?os, que sea un apoyo en las derrotas; no es dificil, hay que saber elegir&mdash; Sergio Ard?n (@Sergio_AAH9) March 29, 2018		| |0
Compromiso Ciudadano en Twitter: ;&#39;&#39;@sergio_fajardo está convencido de que, si bien el nuevo Gobierno debe buscar que el sistema judicial funcione y funcione bien, hay que evitar que los ciudadanos crucen la puerta del mundo de la criminalidad. La educación, es clave para lograrlo&#39;&#39;. ;https://t.co/arn23yuRi1;|   @sergio_fajard convenc  nuev debe busc sistem judicial funcione funcione  evit ciudadan crucen mund criminal  educ  clave lograrl        |1
Martin en Twitter: ;Claro que si!! los jóvenes vamos a poner a @IvanDuque presidente… ;| clar si!! jovenes pon @ivanduque presidente…    |0
#FajardoLogr� que mi abuela de 88 a�os tuviera la oportunidad de aprender a manejar un PC, en un parque educativo ella tuvo la oportunidad de conocer otros mundos, otras posibilidades. Feliz aprendiendo, esto es dignidad #SePuede&mdash; Justo Bueno (@Felip2705) March 25, 2018		| |1
Aura en Twitter: ;Fajardo me gusta como presidente, el potencial es increíble, la transformación social que podría tener el país en los próximos 4 años también!;;#PreguntaYamid : #Participe #Vote. #sepuede… https://t.co/3PWVc8lpFE;| fajard gust presidente  potencial increible  transform social podr proxim tambien!  #preguntayam   #participe #vote  #sepuede…   |1
Maria Andrea en Twitter: ;#FajardoLogró generar un plan de desarrolló con el nombre Antioquia la mas educada,donde promovió oportunidades de reconciliación y la cultura de la legalidad durante su administración Antioquia tuvo el mejor desempeño en trasparencia e inversión de regalías, fue premiado en 2015… https://t.co/0wOgLgvfWw;| #fajardologr gener plan desarroll nombre antioqui educ promov oportun reconcili cultur legal administr antioqui mejor desempeñ trasparente inversion regal  premi 2015…   |1
Oportunidades sin distinci�n: el banco para quienes no tienen oportunidades con la banca formal. #FajardoLogr� pic.twitter.com/wADDGDKvR8&mdash; Milena (@mile_gutierrez1) March 25, 2018		| |1
